,Unnamed: 0,text,spellchecked_text,normalized_text,contains_ref,label
632,632,"    When the fighter jet soared above, its sonic boom fractured the quietude of the countryside, leaving an aural aftershock that lingered long after its departure.",When the fighter jet soared above its sonic boom fractured the quietude of the countryside leaving an aural aftershock that lingered long after its departure,fighter jet soar sonic boom fracture quietude countryside leave aural aftershock linger long departure,True,"[{""start"":38,""end"":53,""text"":"" its sonic boom"",""labels"":[""SOUND""]},{""start"":108,""end"":124,""text"":""aural aftershock"",""labels"":[""SOUND""]},{""start"":130,""end"":138,""text"":""lingered"",""labels"":[""SOUND""]}]"
633,633,"    Amid the labyrinthine corridors of the office complex, the distant ding of an elevator offered occasional breaks in the monotonous hum of air conditioning and fluorescent lighting.",Amid the labyrinthine corridors of the office complex the distant ding of an elevator offered occasional breaks in the monotonous hum of air conditioning and fluorescent lighting,labyrinthine corridor office complex distant ding elevator offer occasional break monotonous hum air conditioning fluorescent lighting,True,"[{""start"":59,""end"":91,""text"":""the distant ding of an elevator "",""labels"":[""SOUND""]},{""start"":120,""end"":158,""text"":""the monotonous hum of air conditioning"",""labels"":[""SOUND""]}]"
634,634,"    As the symphony reached its final crescendo, the conductor’s baton seemed to summon sound from another realm, breathtaking in its complexity and emotional range.",As the symphony reached its final crescendo the conductors baton seemed to summon sound from another realm breathtaking in its complexity and emotional range,symphony reach final crescendo conductor baton summon sound realm breathtaking complexity emotional range,True,"[{""start"":11,""end"":20,""text"":""symphony "",""labels"":[""SOUND""]},{""start"":28,""end"":48,""text"":""its final crescendo,"",""labels"":[""SOUND""]},{""start"":49,""end"":70,""text"":""the conductor’s baton"",""labels"":[""SOUND""]},{""start"":88,""end"":93,""text"":""sound"",""labels"":[""SOUND""]}]"
635,635,"At the Chinese New Year parade, the clamor of gongs and firecrackers waged an audial war against malevolent spirits, according to ancient tradition.",At the Chinese New Year parade the clamor of gongs and firecrackers waged an dial war against malevolent spirits according to ancient tradition,chinese new year parade clamor gong firecracker wage dial war malevolent spirit accord ancient tradition,True,"[{""start"":32,""end"":68,""text"":""the clamor of gongs and firecrackers"",""labels"":[""SOUND""]},{""start"":75,""end"":88,""text"":""an audial war"",""labels"":[""SOUND""]}]"
636,636,"During the celestial event, the ethereal sound of a Tibetan singing bowl accompanied the astral display, its sonic rings expanding like ripples in a cosmic pond.",During the celestial event the ethereal sound of a Tibetan singing bowl accompanied the astral display its sonic rings expanding like ripples in a cosmic pond,celestial event ethereal sound tibetan singing bowl accompany astral display sonic ring expand ripple cosmic pond,True,"[{""start"":32,""end"":73,""text"":""ethereal sound of a Tibetan singing bowl "",""labels"":[""SOUND""]},{""start"":109,""end"":120,""text"":""sonic rings"",""labels"":[""SOUND""]}]"
637,637,"In the quaint café, the grinding of coffee beans joined the murmur of intimate conversations to create a rich brew of ambient sound.",In the quaint cafe the grinding of coffee beans joined the murmur of intimate conversations to create a rich brew of ambient sounds,quaint cafe grinding coffee bean join murmur intimate conversation create rich brew ambient sound,True,"[{""start"":24,""end"":48,""text"":""grinding of coffee beans"",""labels"":[""SOUND""]},{""start"":60,""end"":92,""text"":""murmur of intimate conversations"",""labels"":[""SOUND""]},{""start"":103,""end"":131,""text"":""a rich brew of ambient sound"",""labels"":[""SOUND""]}]"
638,638,"The sudden, deafening clap of thunder shattered the ominous calm, serving as a prologue to the rain's arrival and the drama it would unfold.",The sudden deafening clap of thunder shattered the ominous calm serving as a prologue to the rain's arrival and the drama it would unfold,sudden deafen clap thunder shatter ominous calm serve prologue rain arrival drama unfold,True,"[{""start"":12,""end"":38,""text"":""deafening clap of thunder "",""labels"":[""SOUND""]},{""start"":52,""end"":64,""text"":""ominous calm"",""labels"":[""SOUND""]}]"
639,639,"    At the Zen garden, each drop from the bamboo water feature struck a different pitch, like nature's xylophone playing a tranquil melody.",At the Zen garden each drop from the bamboo water feature struck a different pitch like nature's xylophone playing a tranquil melody,zen garden drop bamboo water feature strike different pitch xylophone play tranquil melody,True,"[{""start"":28,""end"":55,""text"":""drop from the bamboo water "",""labels"":[""SOUND""]},{""start"":72,""end"":87,""text"":""different pitch"",""labels"":[""SOUND""]},{""start"":103,""end"":112,""text"":""xylophone"",""labels"":[""SOUND""]},{""start"":123,""end"":138,""text"":""tranquil melody"",""labels"":[""SOUND""]}]"
640,640,"    When the marching band paraded through the streets, the blend of brass, percussion, and woodwinds told a story far grander than any individual instrument.",When the marching band paraded through the streets the blend of brass percussion and woodwind told a story far grander than any individual instrument,marching band parade street blend brass percussion woodwind tell story far grand individual instrument,True,"[{""start"":21,""end"":27,""text"":"" band "",""labels"":[""SOUND""]},{""start"":56,""end"":101,""text"":""the blend of brass, percussion, and woodwinds"",""labels"":[""SOUND""]},{""start"":147,""end"":158,""text"":""instrument."",""labels"":[""SOUND""]}]"
641,641,"    In the opera's final act, the soprano's piercing high note seemed to defy physics, elevating both the narrative and the audience to otherworldly realms.",In the opera's final act the soprano's piercing high note seemed to defy physics elevating both the narrative and the audience to otherworldly realms,opera final act soprano pierce high note defy physics elevate narrative audience otherworldly realm,True,"[{""start"":30,""end"":62,""text"":""the soprano's piercing high note"",""labels"":[""SOUND""]}]"
642,642,"    During the lecture, the professor's deliberate cadence imbued each word with gravitas, turning the amphitheater into a cathedral of intellect and auditory attentiveness.",During the lecture the professor's deliberate cadence imbued each word with gravitas turning the amphitheater into a cathedral of intellect and auditory attentiveness,lecture professor deliberate cadence imbue word gravita turn amphitheater cathedral intellect auditory attentiveness,True,"[{""start"":66,""end"":89,""text"":""each word with gravitas"",""labels"":[""SOUND""]}]"
643,643,"    On the boat, the harmony of the engine's low rumble and waves slapping the hull composed an ode to the inextricable bond between man and sea.",On the boat the harmony of the engine's low rumble and waves slapping the hull composed an ode to the inextricable bond between man and sea,boat harmony engine low rumble wave slap hull compose ode inextricable bond man sea,True,"[{""start"":17,""end"":84,""text"":""the harmony of the engine's low rumble and waves slapping the hull "",""labels"":[""SOUND""]}]"
644,644,"    The fire crackled in a rhythmic dance with the night, its sporadic pops and hisses narrating an ancient tale understood by all yet articulated by none.",The fire crackled in a rhythmic dance with the night its sporadic pops and hisses narrating an ancient tale understood by all yet articulated by none,fire crackle rhythmic dance night sporadic pop hiss narrate ancient tale understand articulate,True,"[{""start"":4,""end"":41,""text"":""The fire crackled in a rhythmic dance"",""labels"":[""SOUND""]},{""start"":62,""end"":86,""text"":""sporadic pops and hisses"",""labels"":[""SOUND""]}]"
645,645,"    Amidst the swirling dance floor, the beat of the electronic music seemed to resonate with the pulse of the crowd, creating a feedback loop of energy.",Amidst the swirling dance floor the beat of the electronic music seemed to resonate with the pulse of the crowd creating a feedback loop of energy,swirl dance floor beat electronic music resonate pulse crowd create feedback loop energy,True,"[{""start"":37,""end"":69,""text"":""the beat of the electronic music"",""labels"":[""SOUND""]},{""start"":80,""end"":117,""text"":""resonate with the pulse of the crowd,"",""labels"":[""SOUND""]}]"
646,646,"    In the distant hills, the haunting howls of wolves stitched a complex tapestry of sound, one that spoke of primal instincts and untamed nature.",In the distant hills the haunting howls of wolves stitched a complex tapestry of sounds one that spoke of primal instincts and untamed nature,distant hill haunting howl wolf stitch complex tapestry sound speak primal instinct untamed nature,True,"[{""start"":29,""end"":54,""text"":"" haunting howls of wolves"",""labels"":[""SOUND""]},{""start"":66,""end"":92,""text"":""complex tapestry of sound,"",""labels"":[""SOUND""]}]"
647,647,"    At the cooking class, the rhythmic chopping of vegetables and the sizzling of hot oil produced a culinary soundtrack as layered as the dishes being prepared.",At the cooking class the rhythmic chopping of vegetables and the sizzling of hot oil produced a culinary soundtrack as layered as the dishes being prepared,cooking class rhythmic chopping vegetable sizzling hot oil produce culinary soundtrack layer dish prepare,True,"[{""start"":26,""end"":61,""text"":""the rhythmic chopping of vegetables"",""labels"":[""SOUND""]},{""start"":66,""end"":89,""text"":""the sizzling of hot oil"",""labels"":[""SOUND""]},{""start"":101,""end"":119,""text"":""culinary soundtrac"",""labels"":[""SOUND""]}]"
648,648,"    As the airplane descended, the atmospheric pressure changes produced an uncomfortable popping in the ears, a reminder of the body's unease with rapid altitude shifts.",As the airplane descended the atmospheric pressure changes produced an uncomfortable popping in the ears a reminder of the body's unease with rapid altitude shifts,airplane descend atmospheric pressure change produce uncomfortable popping ear reminder body unease rapid altitude shift,True,"[{""start"":75,""end"":97,""text"":"" uncomfortable popping"",""labels"":[""SOUND""]}]"
649,649,"    At the old library, the quiet was punctuated by the occasional rustling of pages and discreet coughs, small sonic emblems of a world engrossed in thought.",At the old library the quiet was punctuated by the occasional rustling of pages and discreet coughs small sonic emblems of a world engrossed in thought,old library quiet punctuate occasional rustling page discreet cough small sonic emblem world engross thought,True,"[{""start"":24,""end"":34,""text"":""the quiet "",""labels"":[""SOUND""]},{""start"":53,""end"":84,""text"":""he occasional rustling of pages"",""labels"":[""SOUND""]},{""start"":89,""end"":104,""text"":""discreet coughs"",""labels"":[""SOUND""]}]"
650,650,"    During the family dinner, the clatter of cutlery on porcelain was the percussion to a chaotic but loving symphony of conversation and shared anecdotes.",During the family dinner the clatter of cutlery on porcelain was the percussion to a chaotic but loving symphony of conversation and shared anecdotes,family dinner clatter cutlery porcelain percussion chaotic loving symphony conversation share anecdote,True,"[{""start"":30,""end"":65,""text"":""the clatter of cutlery on porcelain"",""labels"":[""SOUND""]},{""start"":90,""end"":133,""text"":""chaotic but loving symphony of conversation"",""labels"":[""SOUND""]}]"
651,651,"    In the pitch-black cave, the dripping of water from stalactites echoed like a metronome, marking the slow passage of geological time.",In the pitch-black cave the dripping of water from stalactites echoed like a metronome marking the slow passage of geological time,pitch black cave dripping water stalactite echo metronome mark slow passage geological time,True,"[{""start"":29,""end"":67,""text"":""the dripping of water from stalactites"",""labels"":[""SOUND""]},{""start"":81,""end"":91,""text"":"" metronome"",""labels"":[""SOUND""]},{""start"":68,""end"":74,""text"":""echoed"",""labels"":[""SOUND""]}]"
652,652,"    When the clock struck midnight, its chimes reverberated through the empty streets, heralding the arrival of a new day while most of the world slept.",When the clock struck midnight its chimes reverberated through the empty streets heralding the arrival of a new day while most of the world slept,clock strike midnight chime reverberate street herald arrival new day world sleep,True,"[{""start"":13,""end"":26,""text"":""clock struck "",""labels"":[""SOUND""]},{""start"":40,""end"":59,""text"":""chimes reverberated"",""labels"":[""SOUND""]}]"
653,653,"    During the summer thunderstorm, the rain drumming on the roof produced a mesmerizing rhythm, each droplet a beat in the symphony of seasonal change.",During the summer thunderstorm the rain drumming on the roof produced a mesmerizing rhythm each droplet a beat in the symphony of seasonal change,summer thunderstorm rain drum roof produce mesmerizing rhythm droplet beat symphony seasonal change,True,"[{""start"":36,""end"":53,""text"":""the rain drumming"",""labels"":[""SOUND""]},{""start"":75,""end"":95,""text"":""a mesmerizing rhythm"",""labels"":[""SOUND""]},{""start"":98,""end"":132,""text"":""ach droplet a beat in the symphony"",""labels"":[""SOUND""]}]"
654,654,"    At the sports stadium, the collective roar of fans became a living entity, its crescendos and diminuendos following the fortunes of the athletes like a shadow.",At the sports stadium the collective roar of fans became a living entity its crescendo and diminuendos following the fortunes of the athletes like a shadow,sport stadium collective roar fan live entity crescendo diminuendo follow fortune athlete shadow,True,"[{""start"":28,""end"":54,""text"":""he collective roar of fans"",""labels"":[""SOUND""]},{""start"":79,""end"":109,""text"":""its crescendos and diminuendos"",""labels"":[""SOUND""]}]"
655,655,"    As I walked through the bustling bazaar, the cacophony of haggling voices, ringing bells, and distant chants shaped the soundscape of commerce and community.",As I walked through the bustling bazaar the cacophony of haggling voices ringing bells and distant chants shaped the soundstage of commerce and community,walk bustle bazaar cacophony haggle voice ring bell distant chant shape soundstage commerce community,True,"[{""start"":27,""end"":44,""text"":"" bustling bazaar,"",""labels"":[""SOUND""]},{""start"":49,""end"":78,""text"":""cacophony of haggling voices,"",""labels"":[""SOUND""]},{""start"":79,""end"":112,""text"":""ringing bells, and distant chants"",""labels"":[""SOUND""]},{""start"":124,""end"":146,""text"":""soundscape of commerce"",""labels"":[""SOUND""]}]"
656,656,"    In the cozy restaurant, the low murmur of diners was intermittently accented by the clinking of wine glasses, toasting to happiness and human connection.",In the cozy restaurant the low murmur of diners was intermittently accented by the clinking of wine glasses toasting to happiness and human connection,cozy restaurant diner intermittently accent clinking wine glass toast happiness human connection,True,"[{""start"":28,""end"":52,""text"":""the low murmur of diners"",""labels"":[""SOUND""]},{""start"":84,""end"":112,""text"":""the clinking of wine glasses"",""labels"":[""SOUND""]}]"
657,657,"    On that quiet morning, the chirping of crickets in the grass provided a simple but potent counterpoint to the world's ever-present digital noise.",On that quiet morning the chirping of crickets in the grass provided a simple but potent counterpoint to the world's ever-present digital noise,quiet morning chirping cricket grass provide simple potent counterpoint world present digital noise,True,"[{""start"":12,""end"":25,""text"":""quiet morning"",""labels"":[""SOUND""]},{""start"":31,""end"":52,""text"":""chirping of crickets "",""labels"":[""SOUND""]}]"
658,658,"    As I strolled along the beach, the rhythmic swoosh of the tide seemed to synchronize with my breath, composing an unspoken dialogue between man and nature.",As I strolled along the beach the rhythmic swoosh of the tide seemed to synchronize with my breath composing an unspoken dialogue between man and nature,stroll beach rhythmic swoosh tide synchronize breath compose unspoken dialogue man nature,True,"[{""start"":39,""end"":67,""text"":""rhythmic swoosh of the tide "",""labels"":[""SOUND""]},{""start"":94,""end"":103,""text"":""my breath"",""labels"":[""SOUND""]}]"
659,659,"    On the porch, the wind chimes produced a whimsical symphony, each gust of wind acting as an unseen conductor guiding their tune.",On the porch the wind chimes produced a whimsical symphony each gust of wind acting as an unseen conductor guiding their tune,porch wind chime produce whimsical symphony gust wind act unseen conductor guide tune,True,"[{""start"":22,""end"":33,""text"":""wind chimes"",""labels"":[""SOUND""]},{""start"":45,""end"":62,""text"":""whimsical symphon"",""labels"":[""SOUND""]},{""start"":121,""end"":131,""text"":""their tune"",""labels"":[""SOUND""]}]"
660,660,"    In the open field, the rustling of corn stalks in the wind sounded like an endless chorus of tiny whispers, sharing secrets of earth and sky.",In the open field the rustling of corn stalks in the wind sounded like an endless chorus of tiny whispers sharing secrets of earth and sky,open field rustling corn stalk wind sound endless chorus tiny whisper share secret earth sky,True,"[{""start"":23,""end"":43,""text"":""the rustling of corn"",""labels"":[""SOUND""]},{""start"":63,""end"":93,""text"":""sounded like an endless chorus"",""labels"":[""SOUND""]}]"
661,661,"    When the grandfather clock tolled the hour, its somber gongs seemed to mark not just time but the weight of collective human history.",When the grandfather clock tolled the hours its somber gongs seemed to mark not just time but the weight of collective human history,grandfather clock toll hour somber gong mark time weight collective human history,True,"[{""start"":25,""end"":46,""text"":""clock tolled the hour"",""labels"":[""SOUND""]},{""start"":48,""end"":64,""text"":""its somber gongs"",""labels"":[""SOUND""]}]"
662,662,"    As the campers gathered around the fire, the strumming of an acoustic guitar united with their voices in a heartfelt rendition of folk tales and dreams.",As the campers gathered around the fire the strumming of an acoustic guitar united with their voices in a heartfelt rendition of folk tales and dreams,camper gather fire strumming acoustic guitar unite voice heartfelt rendition folk tale dream,True,"[{""start"":45,""end"":80,""text"":""the strumming of an acoustic guitar"",""labels"":[""SOUND""]},{""start"":93,""end"":144,""text"":""their voices in a heartfelt rendition of folk tales"",""labels"":[""SOUND""]}]"
663,663,"    Amid the urban sprawl, the blaring horns and bustling crowds created an audioscape as complex and frenetic as the city's ever-changing skyline.",Amid the urban sprawl the blaring horns and bustling crowds created an audiotape as complex and frenetic as the city's ever-changing skyline,urban sprawl blare horn bustling crowd create audiotape complex frenetic city change skyline,True,"[{""start"":27,""end"":44,""text"":""the blaring horns"",""labels"":[""SOUND""]},{""start"":49,""end"":65,""text"":""bustling crowds "",""labels"":[""SOUND""]},{""start"":75,""end"":86,""text"":"" audioscape"",""labels"":[""SOUND""]}]"
664,664,"    At the zoo, the calls of exotic birds served as vocal brushstrokes in a sonic painting, colorful in its auditory hues and textures.",At the zoo the calls of exotic birds served as vocal brushstrokes in a sonic painting colorful in its auditory hues and textures,zoo call exotic bird serve vocal brushstroke sonic painting colorful auditory hue texture,True,"[{""start"":15,""end"":41,""text"":"" the calls of exotic birds"",""labels"":[""SOUND""]},{""start"":52,""end"":70,""text"":""vocal brushstrokes"",""labels"":[""SOUND""]},{""start"":76,""end"":90,""text"":""sonic painting"",""labels"":[""SOUND""]}]"
665,665,"    During the meditation session, the teacher's voice seemed to float ethereally in the air, each word a stepping stone toward a deeper inner quietude.",During the meditation session the teacher's voice seemed to float eternally in the air each word a stepping stone toward a deeper inner quietude,meditation session teacher voice float eternally air word step stone deeply inner quietude,True,"[{""start"":34,""end"":54,""text"":"" the teacher's voice"",""labels"":[""SOUND""]},{""start"":99,""end"":120,""text"":""word a stepping stone"",""labels"":[""SOUND""]}]"
666,666,"    When the ice cracked beneath the explorer's boots, the sharp report echoed ominously, a sound that carried the weight of both adventure and peril.",When the ice cracked beneath the explorer's boots the sharp report echoed ominously a sound that carried the weight of both adventure and peril,ice crack explorer boot sharp report echo ominously sound carry weight adventure peril,True,"[{""start"":54,""end"":88,""text"":"" the sharp report echoed ominously"",""labels"":[""SOUND""]},{""start"":90,""end"":98,""text"":""a sound "",""labels"":[""SOUND""]}]"
667,667,"    Amid the echoing corridors of the castle, the footsteps of unseen guards evoked an atmosphere charged with the presence of unseen souls.",Amid the echoing corridors of the castle the footsteps of unseen guards evoked an atmosphere charged with the presence of unseen souls,echo corridor castle footstep unseen guard evoke atmosphere charge presence unseen soul,True,"[{""start"":4,""end"":30,""text"":""Amid the echoing corridors"",""labels"":[""SOUND""]},{""start"":50,""end"":77,""text"":""footsteps of unseen guards "",""labels"":[""SOUND""]}]"
668,668,"    As the audience erupted in laughter, the comedian basked in the cacophony, each chuckle and guffaw serving as a tribute to his craft.",As the audience erupted in laughter the comedian basked in the cacophony each chuckle and guffaws serving as a tribute to his craft,audience erupt laughter comedian bask cacophony chuckle guffaw serve tribute craft,True,"[{""start"":6,""end"":19,""text"":"" the audience"",""labels"":[""SOUND""]},{""start"":20,""end"":39,""text"":""erupted in laughter"",""labels"":[""SOUND""]},{""start"":41,""end"":77,""text"":""the comedian basked in the cacophony"",""labels"":[""SOUND""]}]"
669,669,"        On the farm, the distant lowing of cattle blended seamlessly with the rustle of hay, each contributing to a pastoral auditory quilt.",On the farm the distant lowing of cattle blended seamlessly with the rustle of hay each contributing to a pastoral auditory quilt,farm distant lowing cattle blend seamlessly rustle hay contribute pastoral auditory quilt,True,"[{""start"":20,""end"":49,""text"":"" the distant lowing of cattle"",""labels"":[""SOUND""]},{""start"":74,""end"":91,""text"":""the rustle of hay"",""labels"":[""SOUND""]},{""start"":114,""end"":139,""text"":""a pastoral auditory quilt"",""labels"":[""SOUND""]}]"
670,670,"    During the yoga class, the instructor's guiding voice floated above the soft chants and gentle instrumental music, leading practitioners into deeper poses and mental clarity.",During the yoga class the instructor's guiding voice floated above the soft chants and gentle instrumental music leading practitioners into deeper poses and mental clarity,yoga class instructor guide voice float soft chant gentle instrumental music lead practitioner deep pose mental clarity,True,"[{""start"":27,""end"":57,""text"":""the instructor's guiding voice"",""labels"":[""SOUND""]},{""start"":72,""end"":87,""text"":""the soft chants"",""labels"":[""SOUND""]},{""start"":92,""end"":117,""text"":""gentle instrumental music"",""labels"":[""SOUND""]}]"
671,671,"    At the jazz club, the sultry saxophone wove intricate melodies around the thumping bass, creating an ephemeral world of sound that felt almost tangible.",At the jazz club the sultry saxophone wove intricate melodies around the thumping bass creating an ephemeral world of sound that felt almost tangible,jazz club sultry saxophone wove intricate melody thump bass create ephemeral world sound feel tangible,True,"[{""start"":22,""end"":42,""text"":""the sultry saxophone"",""labels"":[""SOUND""]},{""start"":57,""end"":66,""text"":"" melodies"",""labels"":[""SOUND""]},{""start"":78,""end"":91,""text"":""thumping bass"",""labels"":[""SOUND""]},{""start"":124,""end"":129,""text"":""sound"",""labels"":[""SOUND""]}]"
672,672,"    When the fireworks exploded in the night sky, their resounding booms were like exclamation marks, punctuating the visual spectacle with auditory grandeur.",When the fireworks exploded in the night sky their resounding booms were like exclamation marks punctuation the visual spectacle with auditory grandeur,firework explode night sky resound boom exclamation mark punctuation visual spectacle auditory grandeur,True,"[{""start"":13,""end"":32,""text"":""fireworks exploded "",""labels"":[""SOUND""]},{""start"":50,""end"":72,""text"":""their resounding booms"",""labels"":[""SOUND""]},{""start"":140,""end"":157,""text"":""auditory grandeur"",""labels"":[""SOUND""]}]"
673,673,"    In the dense forest, the subtle snap of twigs underfoot served as a vital clue for the hunters, alerting them to the presence of elusive prey.",In the dense forest the subtle snap of twigs underfoot served as a vital clue for the hunters alerting them to the presence of elusive prey,dense forest subtle snap twig underfoot serve vital clue hunter alert presence elusive prey,True,"[{""start"":29,""end"":49,""text"":""subtle snap of twigs"",""labels"":[""SOUND""]}]"
674,674,"    At the lakeside, the laughter of children harmonized with the splash of jumping fish, crafting an audioscape as fresh and invigorating as a morning dew.",At the lakeside the laughter of children harmonized with the splash of jumping fish crafting an audiotape as fresh and invigorating as a morning dew,lakeside laughter child harmonize splash jump fish craft audiotape fresh invigorate morning dew,True,"[{""start"":21,""end"":44,""text"":""the laughter of childre"",""labels"":[""SOUND""]},{""start"":62,""end"":88,""text"":""the splash of jumping fish"",""labels"":[""SOUND""]},{""start"":102,""end"":112,""text"":""audioscape"",""labels"":[""SOUND""]}]"
675,675,"    During the political rally, the speaker's impassioned words resonated through the public square, each phrase adding fuel to the ideological fires that burned in the crowd.",During the political rally the speaker's impassioned words resonated through the public square each phrase adding fuel to the ideological fires that burned in the crowd,political rally speaker impassioned word resonate public square phrase add fuel ideological fire burn crowd,True,"[{""start"":32,""end"":63,""text"":""the speaker's impassioned words"",""labels"":[""SOUND""]}]"
676,676,"    In the bustling airport terminal, the automated announcements in multiple languages became an unwitting choir, singing the diverse song of human migration and connection.",In the bustling airport terminal the automated announcements in multiple languages became an unwitting choir singing the diverse song of human migration and connection,bustling airport terminal automate announcement multiple language unwitting choir singe diverse song human migration connection,True,"[{""start"":42,""end"":88,""text"":""automated announcements in multiple languages "",""labels"":[""SOUND""]},{""start"":95,""end"":113,""text"":""an unwitting choir"",""labels"":[""SOUND""]}]"
677,677,"    When the cathedral bells tolled, their ringing seemed to reverberate not just through the air but also through centuries of history and tradition.",When the cathedral bells tolled their ringing seemed to reverberate not just through the air but also through centuries of history and tradition,cathedral bell toll ring reverberate air century history tradition,True,"[{""start"":13,""end"":35,""text"":""cathedral bells tolled"",""labels"":[""SOUND""]},{""start"":37,""end"":51,""text"":""their ringing "",""labels"":[""SOUND""]}]"
678,678,"    At the observatory, the barely perceptible hum of the telescope served as a quiet testament to human curiosity and our quest to understand the universe.",At the observatory the barely perceptible hum of the telescope served as a quiet testament to human curiosity and our quest to understand the universe,observatory barely perceptible hum telescope serve quiet testament human curiosity quest understand universe,True,"[{""start"":24,""end"":68,""text"":""the barely perceptible hum of the telescope "",""labels"":[""SOUND""]}]"
679,679,"    During the mountain hike, the chattering of squirrels and the rustle of underbrush punctuated the natural silence, like Earth’s own set of ellipses.",During the mountain hike the chattering of squirrels and the rustle of underbrush punctuated the natural silence like earth's own set of ellipses,mountain hike chattering squirrel rustle underbrush punctuate natural silence earth set ellipsis,True,"[{""start"":30,""end"":57,""text"":""the chattering of squirrels"",""labels"":[""SOUND""]},{""start"":62,""end"":86,""text"":""the rustle of underbrush"",""labels"":[""SOUND""]},{""start"":98,""end"":117,""text"":""the natural silence"",""labels"":[""SOUND""]}]"
680,680,"    In the emergency room, the overlapping beeps of medical devices created an urgent symphony, one where each note was a vital sign or life-saving intervention.",In the emergency room the overlapping beeps of medical devices created an urgent symphony one where each note was a vital sign or lifesaving intervention,emergency room overlap beep medical device create urgent symphony note vital sign lifesaving intervention,True,"[{""start"":27,""end"":94,""text"":""the overlapping beeps of medical devices created an urgent symphony"",""labels"":[""SOUND""]}]"
681,681,"    When the stage lights dimmed, the shuffling of playbills and whispered anticipations composed a prelude to the drama that was about to unfold.",When the stage lights dimmed the shuffling of playbills and whispered anticipation composed a prelude to the drama that was about to unfold,stage light dim shuffling playbill whisper anticipation compose prelude drama unfold,True,"[{""start"":35,""end"":87,""text"":""he shuffling of playbills and whispered anticipation"",""labels"":[""SOUND""]}]"
682,682,"    At the playground, the rhythmic squeak of swings and youthful chatter combined to capture the essence of childhood in a bubble of sound.",At the playground the rhythmic squeak of swings and mouthful chatter combined to capture the essence of childhood in a bubble of sounds,playground rhythmic squeak swing mouthful chatter combine capture essence childhood bubble sound,True,"[{""start"":23,""end"":72,""text"":""the rhythmic squeak of swings and youthful chatte"",""labels"":[""SOUND""]}]"
683,683,"    As the snow fell, its soft patter on the windowpane added an acoustic layer to the visual poetry of the winter landscape.",As the snow fell its soft patter on the windowpane added an acoustic layer to the visual poetry of the winter landscape,snow fall soft patter windowpane add acoustic layer visual poetry winter landscape,True,"[{""start"":22,""end"":55,""text"":""its soft patter on the windowpane"",""labels"":[""SOUND""]},{""start"":64,""end"":79,""text"":"" acoustic layer"",""labels"":[""SOUND""]}]"
684,684,"    During the rodeo, the neighing of horses and the cheers from the crowd merged into a unique blend of animal vigor and human excitement.",During the rodeo the neighing of horses and the cheers from the crowd merged into a unique blend of animal vigor and human excitement,rodeo neighing horse cheer crowd merge unique blend animal vigor human excitement,True,"[{""start"":23,""end"":75,""text"":""he neighing of horses and the cheers from the crowd "",""labels"":[""SOUND""]}]"
685,685,"    In the music studio, the producer’s fingers danced over the mixing board, each subtle tweak transforming raw sound into a polished auditory masterpiece.",In the music studio the producers fingers danced over the mixing board each subtle tweak transforming raw sound into a polished auditory masterpiece,music studio producer finger dance mixing board subtle tweak transform raw sound polished auditory masterpiece,True,"[{""start"":10,""end"":24,""text"":"" music studio,"",""labels"":[""SOUND""]},{""start"":109,""end"":118,""text"":""raw sound"",""labels"":[""SOUND""]},{""start"":126,""end"":155,""text"":""polished auditory masterpiece"",""labels"":[""SOUND""]}]"
686,686,"    When the sirens wailed through the city, their urgent calls became audible symbols of both the perils and protections of urban life.",When the sirens wailed through the city their urgent calls became audible symbols of both the perils and protections of urban life,siren wail city urgent call audible symbol peril protection urban life,True,"[{""start"":8,""end"":27,""text"":"" the sirens wailed "",""labels"":[""SOUND""]},{""start"":71,""end"":78,""text"":""audible"",""labels"":[""SOUND""]}]"
687,687,"    On the battlefield, the dissonant clamor of clashing swords, shouting warriors, and galloping hooves became the terrible symphony of war’s chaos.",On the battlefield the dissonant clamor of clashing swords shouting warriors and galloping hooves became the terrible symphony of wars chaos,battlefield dissonant clamor clash sword shout warrior gallop hoof terrible symphony war chaos,True,"[{""start"":24,""end"":63,""text"":""the dissonant clamor of clashing swords"",""labels"":[""SOUND""]},{""start"":65,""end"":82,""text"":""shouting warriors"",""labels"":[""SOUND""]},{""start"":88,""end"":105,""text"":""galloping hooves "",""labels"":[""SOUND""]}]"
688,688,"    Amid the academic conference, the resonant timbre of scholarly debate filled the halls, each competing theory contributing to the polyphonic discourse.",Amid the academic conference the resonant timbre of scholarly debate filled the halls each competing theory contributing to the polyphonic discourse,academic conference resonant timbre scholarly debate fill hall compete theory contribute polyphonic discourse,True,"[{""start"":34,""end"":73,""text"":""the resonant timbre of scholarly debate"",""labels"":[""SOUND""]},{""start"":134,""end"":154,""text"":""polyphonic discourse"",""labels"":[""SOUND""]}]"
689,689,"    During the tropical storm, the battering rain on metal roofs composed a frenzied percussive score, as if nature were drumming out its raw power.",During the tropical storm the battering rain on metal roofs composed a frenzied percussive score as if nature were drumming out its raw power,tropical storm batter rain metal roof compose frenzied percussive score nature drum raw power,True,"[{""start"":31,""end"":64,""text"":""the battering rain on metal roofs"",""labels"":[""SOUND""]},{""start"":74,""end"":96,""text"":""a frenzied percussive "",""labels"":[""SOUND""]}]"
