,filename,sentence_id,text,labels,contains_ref,spellchecked_text,normalized_text
1165,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,42,"It was of a man , who had murdered one of that gentleman ’ s intimate acquaintance .",O O O O O O O O O O O O O O O O O O,False,"It was of a man , who had murdered one of that gentleman i i intimate acquaintance .",man murder gentleman intimate acquaintance
1166,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,43,"Glumdalclitch was prevailed on to be of the company , very much against her inclination , for she was naturally tender-hearted : and , as for myself , although I abhorred such kind of spectacles , yet my curiosity tempted me to see something that I thought must be extraordinary .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Glumdalclitch was prevailed on to be of the company , very much against her inclination , for she was naturally tender-hearted : and , as for myself , although I abhorred such kind of spectacles , yet my curiosity tempted me to see something that I thought must be extraordinary .",prevail company inclination naturally tender hearted abhor kind spectacle curiosity tempt think extraordinary
1167,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,44,"The malefactor was fixed in a chair upon a scaffold erected for that purpose , and his head cut off at one blow , with a sword of about forty feet long .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The malefactor was fixed in a chair upon a scaffold erected for that purpose , and his head cut off at one blow , with a sword of about forty feet long .",malefactor fix chair scaffold erect purpose head cut blow sword foot long
1168,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,45,"The veins and arteries spouted up such a prodigious quantity of blood , and so high in the air , that the great jet d ’ eau at Versailles was not equal to it for the time it lasted : and the head , when it fell on the scaffold floor , gave such a bounce as made me start , although I was at least half an English mile distant .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The veins and arteries spouted up such a prodigious quantity of blood , and so high in the air , that the great jet i i eau at Versailles was not equal to it for the time it lasted : and the head , when it fell on the scaffold floor , gave such a bounce as made me start , although I was at least half an English mile distant .",vein artery spout prodigious quantity blood high air great jet eau equal time last head fall scaffold floor give bounce start english mile distant
1169,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,46,"The queen , who often used to hear me talk of my sea-voyages , and took all occasions to divert me when I was melancholy , asked me whether I understood how to handle a sail or an oar , and whether a little exercise of rowing might not be convenient for my health ?",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The queen , who often used to hear me talk of my sea-voyages , and took all occasions to divert me when I was melancholy , asked me whether I understood how to handle a sail or an oar , and whether a little exercise of rowing might not be convenient for my health ?",queen hear talk sea voyage take occasion divert melancholy ask understand handle sail oar little exercise rowing convenient health
1170,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,47,"I answered , that I understood both very well : for although my proper employment had been to be surgeon or doctor to the ship , yet often , upon a pinch , I was forced to work like a common mariner .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"I answered , that I understood both very well : for although my proper employment had been to be surgeon or doctor to the ship , yet often , upon a pinch , I was forced to work like a common mariner .",answer understand proper employment surgeon doctor ship pinch force work common mariner
1171,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,48,"But I could not see how this could be done in their country , where the smallest wherry was equal to a first-rate man of war among us ; and such a boat as I could manage would never live in any of their rivers .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"But I could not see how this could be done in their country , where the smallest cherry was equal to a first-rate man of war among us ; and such a boat as I could manage would never live in any of their rivers .",country small cherry equal rate man war boat manage live river
1172,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,49,"Her majesty said , if I would contrive a boat , her own joiner should make it , and she would provide a place for me to sail in .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Her majesty said , if I would contrive a boat , her own joiner should make it , and she would provide a place for me to sail in .",say contrive boat joiner provide place sail
1173,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,5,"I should have lived happy enough in that country , if my littleness had not exposed me to several ridiculous and troublesome accidents ; some of which I shall venture to relate .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"I should have lived happy enough in that country , if my littleness had not exposed me to several ridiculous and troublesome accidents ; some of which I shall venture to relate .",live happy country littleness expose ridiculous troublesome accident venture relate
1174,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,50,"The fellow was an ingenious workman , and by my instructions , in ten days , finished a pleasure-boat with all its tackling , able conveniently to hold eight Europeans .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The fellow was an ingenious workman , and by my instructions , in ten days , finished a pleasure-boat with all its tackling , able conveniently to hold eight Europeans .",fellow ingenious workman instruction day finish pleasure boat tackling able conveniently hold european
1175,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,51,"When it was finished , the queen was so delighted , that she ran with it in her lap to the king , who ordered it to be put into a cistern full of water , with me in it , by way of trial , where I could not manage my two sculls , or little oars , for want of room .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"When it was finished , the queen was so delighted , that she ran with it in her lap to the king , who ordered it to be put into a cistern full of water , with me in it , by way of trial , where I could not manage my two skulls , or little oars , for want of room .",finish queen delighted run lap king order cistern water way trial manage skull little oar want room
1176,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,52,But the queen had before contrived another project .,O O O O O O O O O,False,But the queen had before contrived another project .,queen contrive project
1177,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,53,"She ordered the joiner to make a wooden trough of three hundred feet long , fifty broad , and eight deep ; which , being well pitched , to prevent leaking , was placed on the floor , along the wall , in an outer room of the palace .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"She ordered the joiner to make a wooden trough of three hundred feet long , fifty broad , and eight deep ; which , being well pitched , to prevent leaking , was placed on the floor , along the wall , in an outer room of the palace .",order joiner wooden trough foot long broad deep pitch prevent leak place floor wall outer room palace
1178,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,54,"It had a cock near the bottom to let out the water , when it began to grow stale ; and two servants could easily fill it in half an hour .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"It had a cock near the bottom to let out the water , when it began to grow stale ; and two servants could easily fill it in half an hour .",cock let water begin grow stale servant easily fill hour
1179,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,55,"Here I often used to row for my own diversion , as well as that of the queen and her ladies , who thought themselves well entertained with my skill and agility .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Here I often used to row for my own diversion , as well as that of the queen and her ladies , who thought themselves well entertained with my skill and agility .",row diversion queen lady think entertain skill agility
1180,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,56,"Sometimes I would put up my sail , and then my business was only to steer , while the ladies gave me a gale with their fans ; and , when they were weary , some of their pages would blow my sail forward with their breath , while I showed my art by steering starboard or larboard as I pleased .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Sometimes I would put up my sail , and then my business was only to steer , while the ladies gave me a gale with their fans ; and , when they were weary , some of their pages would blow my sail forward with their breath , while I showed my art by steering starboard or larboard as I pleased .",sail business steer lady give gale fan weary page blow sail forward breath show art steer starboard larboard please
1181,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,57,"When I had done , Glumdalclitch always carried back my boat into her closet , and hung it on a nail to dry .",O O O O O O O O O O O O O O O O O O O O O O O O,False,"When I had done , Glumdalclitch always carried back my boat into her closet , and hung it on a nail to dry .",glumdalclitch carry boat closet hang nail dry
1182,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,6,"Glumdalclitch often carried me into the gardens of the court in my smaller box , and would sometimes take me out of it , and hold me in her hand , or set me down to walk .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Glumdalclitch often carried me into the gardens of the court in my smaller box , and would sometimes take me out of it , and hold me in her hand , or set me down to walk .",carry garden court small box hold hand set walk
1183,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,7,"I remember , before the dwarf left the queen , he followed us one day into those gardens , and my nurse having set me down , he and I being close together , near some dwarf apple trees , I must needs show my wit , by a silly allusion between him and the trees , which happens to hold in their language as it does in ours .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"I remember , before the dwarf left the queen , he followed us one day into those gardens , and my nurse having set me down , he and I being close together , near some dwarf apple trees , I must needs show my wit , by a silly allusion between him and the trees , which happens to hold in their language as it does in ours .",remember dwarf leave queen follow day garden nurse set close dwarf apple tree need wit silly allusion tree happen hold language
1184,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,8,"Whereupon , the malicious rogue , watching his opportunity , when I was walking under one of them , shook it directly over my head , by which a dozen apples , each of them near as large as a Bristol barrel , came tumbling about my ears ; one of them hit me on the back as I chanced to stoop , and knocked me down flat on my face ; but I received no other hurt , and the dwarf was pardoned at my desire , because I had given the provocation .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Whereupon , the malicious rogue , watching his opportunity , when I was walking under one of them , shook it directly over my head , by which a dozen apples , each of them near as large as a Bristol barrel , came tumbling about my ears ; one of them hit me on the back as I chanced to stoop , and knocked me down flat on my face ; but I received no other hurt , and the dwarf was pardoned at my desire , because I had given the provocation .",malicious rogue watch opportunity walk shake directly head dozen apple large barrel tumble ear hit chance stoop knock flat face receive hurt dwarf pardon desire give provocation
1185,010E Jonathan Swift 1727 Gullivers travels London 1727 Proj Gutenberg__54_LIT.txt,9,"Another day , Glumdalclitch left me on a smooth grass-plot to divert myself , while she walked at some distance with her governess .",O O O O O O O O O O O O O O O O O O O O O O O O,False,"Another day , Glumdalclitch left me on a smooth grass-plot to divert myself , while she walked at some distance with her governess .",day glumdalclitch leave smooth grass plot divert walk distance governess
1186,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,1,CHAP . 12 .,O O O O,False,CHAP . 12 .,chap
1187,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,10,"THe putrified aire cannot passe so speedily to mans heart , as to diuers other creatures by the instrument of smelling , which is couered with a pellicle or filme , which is to be lifted vp before he can smell by the ayre or fume : and that pellicle is grosser in man then in other creatures : and therefore requireth the hotter or stronger fume to mooue it .",B-1 I-1 I-1 O O O O O O O O O O O O O O O O O B-1 O O O O O O O O O O O O O O O O O B-1 O B-1 I-1 I-1 I-1 O B-1 O O O O O O O O O O O O O O O O O O O O O O O O O,True,"THe petrified are cannot passe so speedily to mans heart , as to divers other creatures by the instrument of smelling , which is covered with a jellicle or film , which is to be lifted up before he can smell by the are or fume : and that jellicle is grosser in man then in other creatures : and therefore require the hotter or stronger fume to moose it .",petrified passe speedily man heart diver creature instrument smelling cover jellicle film lift smell fume jellicle gross man creature require hotter strong fume moose
1188,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,11,"Secondly , the instrument of smelling is placed deeper in the head , then in any other creatures .",O O O O O B-1 O O O O O O O O O O O O O,True,"Secondly , the instrument of smelling is placed deeper in the head , then in any other creatures .",secondly instrument smell place deeply head creature
1189,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,12,"Thirdly , the instrument of smelling is nigh the braine in man , which with the moysture doth hinder the naturall complexion of the instrument of smelling , which is hot and drie , attractiue or drawing vnto it .",O O O O O B-1 O O O O O O O O O O O O O O O O O O O O B-1 O O O O O O O O O O O O O,True,"Thirdly , the instrument of smelling is nigh the brain in man , which with the moisture doth hinder the natural complexion of the instrument of smelling , which is hot and die , attractive or drawing into it .",thirdly instrument smell nigh brain man moisture doth hinder natural complexion instrument smelling hot die attractive draw
1190,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,13,CHAP . 17 .,O O O O,False,CHAP . 17 .,chap
1191,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,14,"IF the putrefaction in the ayre be more hot then moist , then it is more apt to destroy , and to be taken by the nostrills : first , because the heat is subtile , and passeth vp speedily to the pellicle , and mooueth with the fume or moisture .",O O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O O O O O O O O O O O O O B-1 I-1 I-1 O O O O O O O O O O O O O O O O O O O O O O O O O,True,"IF the putrefaction in the are be more hot then moist , then it is more apt to destroy , and to be taken by the nostrils : first , because the heat is subtle , and passeth up speedily to the jellicle , and mouth with the fume or moisture .",putrefaction hot moist apt destroy take nostril heat subtle passeth speedily jellicle mouth fume moisture
1192,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,15,"Secondly , for that the heat doth resist the coldnes and moisture of the braine , the which are hinderers of smelling .",O O O O B-1 I-1 O O O O O O O O O O O O O O O B-1 O,True,"Secondly , for that the heat doth resist the coldness and moisture of the brain , the which are hindered of smelling .",secondly heat doth resist coldness moisture brain hinder smell
1193,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,16,CHAP . 18 .,O O O O,False,CHAP . 18 .,chap
1194,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,17,"The complexion aptest to be infected , is the sanguine , first , because the qualities in that complexion are like vnto the qualities in the ayre , hot and moist , and therefore doth entertaine the ayre the apter .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The complexion attest to be infected , is the sanguine , first , because the qualities in that complexion are like into the qualities in the are , hot and moist , and therefore doth entertain the are the after .",complexion attest infect sanguine quality complexion quality hot moist entertain
1195,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,18,"Secondly , because these two qualities in this complexion maketh it more conuertible , like the ayre , which will sooner be made hotter or moister then any of the other elements .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Secondly , because these two qualities in this complexion maketh it more convertible , like the are , which will sooner be made hotter or monster then any of the other elements .",secondly quality complexion maketh convertible soon hot monster element
1196,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,19,"Thirdly , because in this complexion , the passages leading to the humours about the heart , and to the vitall spirits in the heart , are more large and spatious then in any other .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"Thirdly , because in this complexion , the passages leading to the humours about the heart , and to the vital spirits in the heart , are more large and spacious then in any other .",thirdly complexion passage lead humour heart vital spirit heart large spacious
1197,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,2,"IF the putrefaction proceedeth most of the earth or vppermost partes of the earth , as from stinking channells , standing lakes , priuyes , or other polluted places , as dunghills , vncleane kept houses , and such like , then there will be felt many sudden great stinches , and vnsauerie smells , such as cannot be distinguished , or discerned , what it is , or whereof it commeth , because it is confounded , beeing made of diuers stinches : in that yeare there wil be many frogges , toades , venemous wormes , fleas , and flyes .",O O O O O O O O O O O O O O O O O B-1 I-1 O B-1 I-1 O B-1 O O B-1 I-1 I-1 O O B-1 O B-1 I-1 I-1 O O O O O O O O O O O O B-1 I-1 O O B-1 I-1 O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O O O O O O O O O O O O O O O O O O B-1 I-1 O B-1 I-1 I-1 O O O B-1 I-1 O B-1 O B-1 I-1 O B-1 O O B-1 O,True,"IF the putrefaction proceeded most of the earth or uppermost parts of the earth , as from stinking channels , standing lakes , prices , or other polluted places , as dunghill , unclean kept houses , and such like , then there will be felt many sudden great stitches , and vnsauerie smells , such as cannot be distinguished , or discerned , what it is , or whereof it cometh , because it is confounded , being made of divers stitches : in that years there wil be many froggies , trades , venomous worms , fleas , and flies .",putrefaction proceed earth uppermost part earth stink channel stand lake price polluted place dunghill unclean keep house feel sudden great stitch vnsauerie smell distinguish discern whereof cometh confound diver stitch year froggie trade venomous worm flea fly
1198,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,20,"The reason is , for that blood naturall is not without his vapours , which cause motion , and where most motion of blood is , there is cause of extention , and the same is in this complexion .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The reason is , for that blood natural is not without his vapours , which cause motion , and where most motion of blood is , there is cause of extension , and the same is in this complexion .",reason blood natural vapour cause motion motion blood cause extension complexion
1199,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,21,CHAP . 19 .,O O O O,False,CHAP . 19 .,chap
1200,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,22,"The aptest time for this complexion to entertaine the virulent matter into the humours , is in the former spring especially : for then blood increaseth , and passeth vp and downe , beeing not thoroughly refined , and made the readier by his motion and impuritie to receiue it .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The attest time for this complexion to entertain the virulent matter into the humours , is in the former spring especially : for then blood increaseth , and passeth up and down , being not thoroughly refined , and made the reader by his motion and impurities to receive it .",att time complexion entertain virulent matter humour spring especially blood increaseth passeth thoroughly refined reader motion impurity receive
1201,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,23,"The aptest time for this complexion to entertaine the virulent matter into the spirits vitall is sommer , by reason that the blood beeing made hot , and the spirits likewise hot , and ayre continually heating .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"The attest time for this complexion to entertain the virulent matter into the spirits vital is summer , by reason that the blood being made hot , and the spirits likewise hot , and are continually heating .",att time complexion entertain virulent matter spirit vital summer reason blood hot spirit likewise hot continually heat
1202,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,3,CHAP . 13 .,O O O O,False,CHAP . 13 .,chap
1203,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,4,"IF the putrefaction proceedeth from within the earth , then venemous beasts and wormes will be seene more commonly aboue the earth , and will breede vpon the earth , and many of them will die .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"IF the putrefaction proceeded from within the earth , then venomous beasts and worms will be seen more commonly about the earth , and will breeze upon the earth , and many of them will die .",putrefaction proceed earth venomous beast worm see commonly earth breeze earth die
1204,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,5,CHAP . 14 .,O O O O,False,CHAP . 14 .,chap
1205,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,6,"THe putrefaction or virulent matter of infection now , is from celestiall orbes principally , also from corrupt places , partly from corrupt humours in man , begotten by the two former , and ill order in feeding and sleeping , in idlenes and late walking abroad , and sitting vp .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"THe putrefaction or virulent matter of infection now , is from celestial robes principally , also from corrupt places , partly from corrupt humours in man , begotten by the two former , and ill order in feeding and sleeping , in idleness and late walking abroad , and sitting up .",putrefaction virulent matter infection celestial robe principally corrupt place partly corrupt humour man beget ill order feeding sleep idleness late walk abroad sit
1206,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,7,CHAP . 15 .,O O O O,False,CHAP . 15 .,chap
1207,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,8,"THe infection taken at the nostrills is more daungerous then otherwise , because there are two organes or passages that lead to the heart , from thence more , then from the mouth .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"THe infection taken at the nostrils is more dangerous then otherwise , because there are two organs or passages that lead to the heart , from thence more , then from the mouth .",infection take nostril dangerous organ passage lead heart mouth
1208,011E James Manning 1604 A NEW BOOKE intituled I am for you all Complexions__28_MED.txt,9,CHAP . 16 .,O O O O,False,CHAP . 16 .,chap
1209,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,1,"The next accident of vrine is the qualitie : and the qualities , as witnesseth Mercuriale , according to the doctrine of the Arabian Physitians , are fiue : the smell , the tast , the sound , the touch , and the colour .",O O O O B-1 O O O O O O O O O O O O O O O O O O O O O O O O O B-1 O O O O O O O O O O O O O O,True,"The next accident of urine is the qualities : and the qualities , as witnesses mercurial , according to the doctrine of the Arabian physicians , are five : the smell , the last , the sound , the touch , and the colour .",accident urine quality quality witness mercurial accord doctrine arabian physician smell sound touch colour
1210,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,10,"The qualitie either of diet or drugs , ( as hath bene said of the good smell of vrines ) may likewise procure vnto it an euill smell .",B-1 I-1 I-1 I-1 I-1 I-1 I-1 O O O O O O O O B-1 I-1 I-1 I-1 O B-1 I-1 I-1 I-1 I-1 I-1 I-1 I-1 O,True,"The qualities either of diet or drugs , ( as hath bene said of the good smell of vines ) may likewise procure into it an quill smell .",quality diet drug hath bene say good smell vine likewise procure quill smell
1211,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,11,"Looke at large what Sauonarola saith of this point , if thou be disposed to see further .",O O O O O O O O O O O O O O O O O O,False,"look at large what Sauonarola saith of this point , if thou be disposed to see further .",look large saith point dispose
1212,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,12,But what certaintie doth the smell of the vrine affoord vs ?,O O O O O O O O O O O O,False,But what certainties doth the smell of the urine afford is ?,certaintie doth smell urine afford
1213,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,13,"whosoeuer shall thinke to helpe his vncertaine coniectures by the same , should leape out of the frying pan ( as the prouerbe saith ) into the fire .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"whosoever shall think to help his uncertain conjectures by the same , should leave out of the frying pan ( as the proverb saith ) into the fire .",think help uncertain conjecture leave fry pan fire
1214,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,14,"In the first place it is to be obserued , that as well in sicknesse as in health , vrines may offer no pleasing smell to the nose , and yet the party may be free from any danger at al .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False,"In the first place it is to be observed , that as well in sickness as in health , vines may offer no pleasing smell to the nose , and yet the party may be free from any danger at al .",place observe sickness health vine offer pleasing smell nose party free danger
1215,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,15,"But because healthfull folkes seldome send their vrines to the Physitian , we will let them passe , and come to the sicke .",O O O O O O O O O O O O O O O O O O O O O O O O,False,"But because healthful folks seldom send their vines to the physician , we will let them passe , and come to the sick .",healthful folk seldom send vine physician let passe come sick
1216,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,16,I will let Scribonius speake for me .,O O O O O O O O,False,I will let Scribonius speak for me .,let scribonius speak
1217,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,17,"Concerning the sicks vrine ( saith he ) most do teach vs that stinking vrines signifie putrefaction of humours , in so much that by the difference of the smels , they take vpon them to iudge of the seuerall humours so putrified .",O O O O O O O O O O O O O B-1 I-1 I-1 I-1 I-1 I-1 O O O O O O O O O O B-1 O B-1 O O O O O O B-1 I-1 I-1 I-1 I-1 O,True,"Concerning the sick urine ( saith he ) most do teach is that stinking vines signifies putrefaction of humours , in so much that by the difference of the smell , they take upon them to judge of the several humours so petrified .",concern sick urine teach stink vine signify putrefaction humour difference smell judge humour petrified
1218,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,18,O wise woodcockes !,O O O O,False,O wise woodcock !,wise woodcock
1219,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,19,"I willingly yeeld to them , that stinke or strong smell doth argue putrefaction in such vrines : but of which parts shall this putrefaction be ?",O O O O O O O B-1 O B-1 I-1 O O B-1 I-1 I-1 I-1 O O O O O O O O O O,True,"I willingly yield to them , that stink or strong smell doth argue putrefaction in such vines : but of which parts shall this putrefaction be ?",willingly yield stink strong smell doth argue putrefaction vine part putrefaction
1220,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,2,"As for the smell , vrines haue little or no smell , or else a sweet and pleasing smell , or finally a stinking smell .",O O O B-1 O B-1 O B-1 O O B-1 O O O O B-1 O B-1 I-1 O O O O B-1 I-1 O,True,"As for the smell , vines have little or no smell , or else a sweet and pleasing smell , or finally a stinking smell .",smell vine little smell sweet pleasing smell finally stinking smell
1221,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,20,"whether of the bladder onely , or of the Liuer also , of the chest , or other members ?",O O O O O O O O O O O O O O O O O O O O,False,"whether of the bladder onely , or of the liver also , of the chest , or other members ?",bladder onely liver chest member
1222,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,21,"Nay so farre off is the stinking smell from giuing vs any particular notice of the disease , that it cannot so much as affoord vs any certaine generall knowledge of the same .",O O O O O O B-1 I-1 O O O O O O O O O O O O O O O O O O O O O O O O O O,True,"Nay so fare off is the stinking smell from giving is any particular notice of the disease , that it cannot so much as afford is any certain general knowledge of the same .",fare stinking smell give particular notice disease certain general knowledge
1223,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,22,For many sweet smelling simples ( saith Montanus ) may cause a most stinking vrine .,O O B-1 I-1 O O O O O O O O O B-1 I-1 O,True,For many sweet smelling simple ( saith montana ) may cause a most stinking urine .,sweet smell simple cause stinking urine
1224,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,23,"Cholericke and hote complexioned men void often very strong smelling vrines , howsoeuer free fro ?",O O O O O O O B-1 I-1 I-1 I-1 O O O O O,True,"choleric and home complexion men void often very strong smelling vines , howsoever free fro ?",choleric home complexion man void strong smell vine howsoever free fro
1225,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,24,"any disease , as I haue often obserued in my selfe .",O O O O O O O O O O O O,False,"any disease , as I have often observed in my self .",disease observe self
1226,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,25,"And by what meanes , I pray thee , shouldst thou from the stinking smell of the vrine know putrefaction ?",O O O O O O O O O O O O O B-1 I-1 I-1 I-1 I-1 O O O,True,"And by what means , I pray thee , shouldst thou from the stinking smell of the urine know putrefaction ?",mean pray shouldst stinking smell urine know putrefaction
1227,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,26,or how can this putrefaction procure this stinking smell ?,O O O B-1 I-1 O O B-1 I-1 O,True,or how can this putrefaction procure this stinking smell ?,putrefaction procure stinking smell
1228,012E Pieter van Foreest 1623 The Arraignment of Urines__40_MED.txt,27,"If this were so , then would it necessarily follow , that whosoeuer were seised with a feauer proceeding from putrefaction of humours , should voyd stinking vrines , the which is most false .",O O O O O O O O O O O O O O O O B-1 I-1 I-1 I-1 I-1 I-1 I-1 O O O B-1 I-1 O O O O O O O,True,"If this were so , then would it necessarily follow , that whosoever were seized with a fear proceeding from putrefaction of humours , should void stinking vines , the which is most false .",necessarily follow seize fear proceed putrefaction humour void stink vine false
