,Unnamed: 0,text,spellchecked_text,normalized_text,contains_ref,label,token,sentence,ref_type
171,171,"    At the jazz club, the sultry saxophone wove intricate melodies around the thumping bass, creating an ephemeral world of sound that felt almost tangible.",At the jazz club the sultry saxophone wove intricate melodies around the thumping bass creating an ephemeral world of sound that felt almost tangible,jazz club sultry saxophone wove intricate melody thump bass create ephemeral world sound feel tangible,True,"[{'start': 22, 'end': 42, 'text': 'the sultry saxophone', 'labels': ['SOUND']}, {'start': 57, 'end': 66, 'text': ' melodies', 'labels': ['SOUND']}, {'start': 78, 'end': 91, 'text': 'thumping bass', 'labels': ['SOUND']}, {'start': 124, 'end': 129, 'text': 'sound', 'labels': ['SOUND']}]",the sultry saxophone  melodies thumping bass sound,"    At the jazz club, the sultry saxophone wove intricate melodies around the thumping bass, creating an ephemeral world of sound that felt almost tangible.",Olfactive
172,172,"    When the fireworks exploded in the night sky, their resounding booms were like exclamation marks, punctuating the visual spectacle with auditory grandeur.",When the fireworks exploded in the night sky their resounding booms were like exclamation marks punctuation the visual spectacle with auditory grandeur,firework explode night sky resound boom exclamation mark punctuation visual spectacle auditory grandeur,True,"[{'start': 13, 'end': 32, 'text': 'fireworks exploded ', 'labels': ['SOUND']}, {'start': 50, 'end': 72, 'text': 'their resounding booms', 'labels': ['SOUND']}, {'start': 140, 'end': 157, 'text': 'auditory grandeur', 'labels': ['SOUND']}]",fireworks exploded  their resounding booms auditory grandeur,"    When the fireworks exploded in the night sky, their resounding booms were like exclamation marks, punctuating the visual spectacle with auditory grandeur.",Olfactive
173,173,"    In the dense forest, the subtle snap of twigs underfoot served as a vital clue for the hunters, alerting them to the presence of elusive prey.",In the dense forest the subtle snap of twigs underfoot served as a vital clue for the hunters alerting them to the presence of elusive prey,dense forest subtle snap twig underfoot serve vital clue hunter alert presence elusive prey,True,"[{'start': 29, 'end': 49, 'text': 'subtle snap of twigs', 'labels': ['SOUND']}]",subtle snap of twigs,"    In the dense forest, the subtle snap of twigs underfoot served as a vital clue for the hunters, alerting them to the presence of elusive prey.",Olfactive
174,174,"    At the lakeside, the laughter of children harmonized with the splash of jumping fish, crafting an audioscape as fresh and invigorating as a morning dew.",At the lakeside the laughter of children harmonized with the splash of jumping fish crafting an audiotape as fresh and invigorating as a morning dew,lakeside laughter child harmonize splash jump fish craft audiotape fresh invigorate morning dew,True,"[{'start': 21, 'end': 44, 'text': 'the laughter of childre', 'labels': ['SOUND']}, {'start': 62, 'end': 88, 'text': 'the splash of jumping fish', 'labels': ['SOUND']}, {'start': 102, 'end': 112, 'text': 'audioscape', 'labels': ['SOUND']}]",the laughter of childre the splash of jumping fish audioscape,"    At the lakeside, the laughter of children harmonized with the splash of jumping fish, crafting an audioscape as fresh and invigorating as a morning dew.",Olfactive
175,175,"    During the political rally, the speaker's impassioned words resonated through the public square, each phrase adding fuel to the ideological fires that burned in the crowd.",During the political rally the speaker's impassioned words resonated through the public square each phrase adding fuel to the ideological fires that burned in the crowd,political rally speaker impassioned word resonate public square phrase add fuel ideological fire burn crowd,True,"[{'start': 32, 'end': 63, 'text': ""the speaker's impassioned words"", 'labels': ['SOUND']}]",the speaker's impassioned words,"    During the political rally, the speaker's impassioned words resonated through the public square, each phrase adding fuel to the ideological fires that burned in the crowd.",Olfactive
176,176,"    In the bustling airport terminal, the automated announcements in multiple languages became an unwitting choir, singing the diverse song of human migration and connection.",In the bustling airport terminal the automated announcements in multiple languages became an unwitting choir singing the diverse song of human migration and connection,bustling airport terminal automate announcement multiple language unwitting choir singe diverse song human migration connection,True,"[{'start': 42, 'end': 88, 'text': 'automated announcements in multiple languages ', 'labels': ['SOUND']}, {'start': 95, 'end': 113, 'text': 'an unwitting choir', 'labels': ['SOUND']}]",automated announcements in multiple languages  an unwitting choir,"    In the bustling airport terminal, the automated announcements in multiple languages became an unwitting choir, singing the diverse song of human migration and connection.",Olfactive
177,177,"    When the cathedral bells tolled, their ringing seemed to reverberate not just through the air but also through centuries of history and tradition.",When the cathedral bells tolled their ringing seemed to reverberate not just through the air but also through centuries of history and tradition,cathedral bell toll ring reverberate air century history tradition,True,"[{'start': 13, 'end': 35, 'text': 'cathedral bells tolled', 'labels': ['SOUND']}, {'start': 37, 'end': 51, 'text': 'their ringing ', 'labels': ['SOUND']}]",cathedral bells tolled their ringing ,"    When the cathedral bells tolled, their ringing seemed to reverberate not just through the air but also through centuries of history and tradition.",Olfactive
178,178,"    At the observatory, the barely perceptible hum of the telescope served as a quiet testament to human curiosity and our quest to understand the universe.",At the observatory the barely perceptible hum of the telescope served as a quiet testament to human curiosity and our quest to understand the universe,observatory barely perceptible hum telescope serve quiet testament human curiosity quest understand universe,True,"[{'start': 24, 'end': 68, 'text': 'the barely perceptible hum of the telescope ', 'labels': ['SOUND']}]",the barely perceptible hum of the telescope ,"    At the observatory, the barely perceptible hum of the telescope served as a quiet testament to human curiosity and our quest to understand the universe.",Olfactive
179,179,"    During the mountain hike, the chattering of squirrels and the rustle of underbrush punctuated the natural silence, like Earth’s own set of ellipses.",During the mountain hike the chattering of squirrels and the rustle of underbrush punctuated the natural silence like earth's own set of ellipses,mountain hike chattering squirrel rustle underbrush punctuate natural silence earth set ellipsis,True,"[{'start': 30, 'end': 57, 'text': 'the chattering of squirrels', 'labels': ['SOUND']}, {'start': 62, 'end': 86, 'text': 'the rustle of underbrush', 'labels': ['SOUND']}, {'start': 98, 'end': 117, 'text': 'the natural silence', 'labels': ['SOUND']}]",the chattering of squirrels the rustle of underbrush the natural silence,"    During the mountain hike, the chattering of squirrels and the rustle of underbrush punctuated the natural silence, like Earth’s own set of ellipses.",Olfactive
180,180,"    In the emergency room, the overlapping beeps of medical devices created an urgent symphony, one where each note was a vital sign or life-saving intervention.",In the emergency room the overlapping beeps of medical devices created an urgent symphony one where each note was a vital sign or lifesaving intervention,emergency room overlap beep medical device create urgent symphony note vital sign lifesaving intervention,True,"[{'start': 27, 'end': 94, 'text': 'the overlapping beeps of medical devices created an urgent symphony', 'labels': ['SOUND']}]",the overlapping beeps of medical devices created an urgent symphony,"    In the emergency room, the overlapping beeps of medical devices created an urgent symphony, one where each note was a vital sign or life-saving intervention.",Olfactive
181,181,"    When the stage lights dimmed, the shuffling of playbills and whispered anticipations composed a prelude to the drama that was about to unfold.",When the stage lights dimmed the shuffling of playbills and whispered anticipation composed a prelude to the drama that was about to unfold,stage light dim shuffling playbill whisper anticipation compose prelude drama unfold,True,"[{'start': 35, 'end': 87, 'text': 'he shuffling of playbills and whispered anticipation', 'labels': ['SOUND']}]",he shuffling of playbills and whispered anticipation,"    When the stage lights dimmed, the shuffling of playbills and whispered anticipations composed a prelude to the drama that was about to unfold.",Olfactive
182,182,"    At the playground, the rhythmic squeak of swings and youthful chatter combined to capture the essence of childhood in a bubble of sound.",At the playground the rhythmic squeak of swings and mouthful chatter combined to capture the essence of childhood in a bubble of sounds,playground rhythmic squeak swing mouthful chatter combine capture essence childhood bubble sound,True,"[{'start': 23, 'end': 72, 'text': 'the rhythmic squeak of swings and youthful chatte', 'labels': ['SOUND']}]",the rhythmic squeak of swings and youthful chatte,"    At the playground, the rhythmic squeak of swings and youthful chatter combined to capture the essence of childhood in a bubble of sound.",Olfactive
183,183,"    As the snow fell, its soft patter on the windowpane added an acoustic layer to the visual poetry of the winter landscape.",As the snow fell its soft patter on the windowpane added an acoustic layer to the visual poetry of the winter landscape,snow fall soft patter windowpane add acoustic layer visual poetry winter landscape,True,"[{'start': 22, 'end': 55, 'text': 'its soft patter on the windowpane', 'labels': ['SOUND']}, {'start': 64, 'end': 79, 'text': ' acoustic layer', 'labels': ['SOUND']}]",its soft patter on the windowpane  acoustic layer,"    As the snow fell, its soft patter on the windowpane added an acoustic layer to the visual poetry of the winter landscape.",Olfactive
184,184,"    During the rodeo, the neighing of horses and the cheers from the crowd merged into a unique blend of animal vigor and human excitement.",During the rodeo the neighing of horses and the cheers from the crowd merged into a unique blend of animal vigor and human excitement,rodeo neighing horse cheer crowd merge unique blend animal vigor human excitement,True,"[{'start': 23, 'end': 75, 'text': 'he neighing of horses and the cheers from the crowd ', 'labels': ['SOUND']}]",he neighing of horses and the cheers from the crowd ,"    During the rodeo, the neighing of horses and the cheers from the crowd merged into a unique blend of animal vigor and human excitement.",Olfactive
185,185,"    In the music studio, the producer’s fingers danced over the mixing board, each subtle tweak transforming raw sound into a polished auditory masterpiece.",In the music studio the producers fingers danced over the mixing board each subtle tweak transforming raw sound into a polished auditory masterpiece,music studio producer finger dance mixing board subtle tweak transform raw sound polished auditory masterpiece,True,"[{'start': 10, 'end': 24, 'text': ' music studio,', 'labels': ['SOUND']}, {'start': 109, 'end': 118, 'text': 'raw sound', 'labels': ['SOUND']}, {'start': 126, 'end': 155, 'text': 'polished auditory masterpiece', 'labels': ['SOUND']}]"," music studio, raw sound polished auditory masterpiece","    In the music studio, the producer’s fingers danced over the mixing board, each subtle tweak transforming raw sound into a polished auditory masterpiece.",Olfactive
186,186,"    When the sirens wailed through the city, their urgent calls became audible symbols of both the perils and protections of urban life.",When the sirens wailed through the city their urgent calls became audible symbols of both the perils and protections of urban life,siren wail city urgent call audible symbol peril protection urban life,True,"[{'start': 8, 'end': 27, 'text': ' the sirens wailed ', 'labels': ['SOUND']}, {'start': 71, 'end': 78, 'text': 'audible', 'labels': ['SOUND']}]", the sirens wailed  audible,"    When the sirens wailed through the city, their urgent calls became audible symbols of both the perils and protections of urban life.",Olfactive
187,187,"    On the battlefield, the dissonant clamor of clashing swords, shouting warriors, and galloping hooves became the terrible symphony of war’s chaos.",On the battlefield the dissonant clamor of clashing swords shouting warriors and galloping hooves became the terrible symphony of wars chaos,battlefield dissonant clamor clash sword shout warrior gallop hoof terrible symphony war chaos,True,"[{'start': 24, 'end': 63, 'text': 'the dissonant clamor of clashing swords', 'labels': ['SOUND']}, {'start': 65, 'end': 82, 'text': 'shouting warriors', 'labels': ['SOUND']}, {'start': 88, 'end': 105, 'text': 'galloping hooves ', 'labels': ['SOUND']}]",the dissonant clamor of clashing swords shouting warriors galloping hooves ,"    On the battlefield, the dissonant clamor of clashing swords, shouting warriors, and galloping hooves became the terrible symphony of war’s chaos.",Olfactive
188,188,"    Amid the academic conference, the resonant timbre of scholarly debate filled the halls, each competing theory contributing to the polyphonic discourse.",Amid the academic conference the resonant timbre of scholarly debate filled the halls each competing theory contributing to the polyphonic discourse,academic conference resonant timbre scholarly debate fill hall compete theory contribute polyphonic discourse,True,"[{'start': 34, 'end': 73, 'text': 'the resonant timbre of scholarly debate', 'labels': ['SOUND']}, {'start': 134, 'end': 154, 'text': 'polyphonic discourse', 'labels': ['SOUND']}]",the resonant timbre of scholarly debate polyphonic discourse,"    Amid the academic conference, the resonant timbre of scholarly debate filled the halls, each competing theory contributing to the polyphonic discourse.",Olfactive
189,189,"    During the tropical storm, the battering rain on metal roofs composed a frenzied percussive score, as if nature were drumming out its raw power.",During the tropical storm the battering rain on metal roofs composed a frenzied percussive score as if nature were drumming out its raw power,tropical storm batter rain metal roof compose frenzied percussive score nature drum raw power,True,"[{'start': 31, 'end': 64, 'text': 'the battering rain on metal roofs', 'labels': ['SOUND']}, {'start': 74, 'end': 96, 'text': 'a frenzied percussive ', 'labels': ['SOUND']}]",the battering rain on metal roofs a frenzied percussive ,"    During the tropical storm, the battering rain on metal roofs composed a frenzied percussive score, as if nature were drumming out its raw power.",Olfactive
190,190,"    At the demolition site, the guttural growl of heavy machinery and the crashing of concrete and steel marked the noisy birth of future possibilities.",At the demolition site the guttural growl of heavy machinery and the crashing of concrete and steel marked the noisy birth of future possibilities,demolition site guttural growl heavy machinery crashing concrete steel mark noisy birth future possibility,True,"[{'start': 28, 'end': 65, 'text': 'the guttural growl of heavy machinery', 'labels': ['SOUND']}, {'start': 70, 'end': 104, 'text': 'the crashing of concrete and steel', 'labels': ['SOUND']}]",the guttural growl of heavy machinery the crashing of concrete and steel,"    At the demolition site, the guttural growl of heavy machinery and the crashing of concrete and steel marked the noisy birth of future possibilities.",Olfactive
191,191,"    When the choir sang, their blended voices ascended like incense, filling the church with an ethereal sound that seemed heaven-sent.",When the choir sang their blended voices ascended like incense filling the church with an ethereal sound that seemed heaven-sent.,choir sing blend voice ascend incense fill church ethereal sound heaven send,True,"[{'start': 9, 'end': 23, 'text': 'the choir sang', 'labels': ['SOUND']}, {'start': 25, 'end': 44, 'text': 'their blended voice', 'labels': ['SOUND']}, {'start': 93, 'end': 110, 'text': 'an ethereal sound', 'labels': ['SOUND']}]",the choir sang their blended voice an ethereal sound,"    When the choir sang, their blended voices ascended like incense, filling the church with an ethereal sound that seemed heaven-sent.",Olfactive
192,192,"    In the courtroom, the stentorian voice of the judge carried a solemnity that underscored the gravity of the proceedings and the fate hanging in the balance.",In the courtroom the stentorian voice of the judge carried a solemnity that underscored the gravity of the proceedings and the fate hanging in the balance,courtroom stentorian voice judge carry solemnity underscore gravity proceeding fate hang balance,True,"[{'start': 22, 'end': 55, 'text': 'the stentorian voice of the judge', 'labels': ['SOUND']}]",the stentorian voice of the judge,"    In the courtroom, the stentorian voice of the judge carried a solemnity that underscored the gravity of the proceedings and the fate hanging in the balance.",Olfactive
193,193,"    During the wine tasting, the pop of corks and the glug of poured vino added an auditory satisfaction to the oenophilic experience.",During the wine tasting the pop of corks and the glug of poured vino added an auditory satisfaction to the oenophilic experience,wine taste pop cork glug pour vino add auditory satisfaction oenophilic experience,True,"[{'start': 29, 'end': 45, 'text': 'the pop of corks', 'labels': ['SOUND']}, {'start': 50, 'end': 73, 'text': 'the glug of poured vino', 'labels': ['SOUND']}, {'start': 80, 'end': 104, 'text': 'an auditory satisfaction', 'labels': ['SOUND']}]",the pop of corks the glug of poured vino an auditory satisfaction,"    During the wine tasting, the pop of corks and the glug of poured vino added an auditory satisfaction to the oenophilic experience.",Olfactive
194,194,"    On the red carpet, the click of camera shutters created a relentless mechanical drone, an insatiable appetite for celebrity captured in a million frozen moments.",On the red carpet the click of camera shutters created a relentless mechanical drone an insatiable appetite for celebrity captured in a million frozen moments,red carpet click camera shutter create relentless mechanical drone insatiable appetite celebrity capture frozen moment,True,"[{'start': 23, 'end': 51, 'text': 'the click of camera shutters', 'labels': ['SOUND']}, {'start': 62, 'end': 89, 'text': 'relentless mechanical drone', 'labels': ['SOUND']}]",the click of camera shutters relentless mechanical drone,"    On the red carpet, the click of camera shutters created a relentless mechanical drone, an insatiable appetite for celebrity captured in a million frozen moments.",Olfactive
195,195,"    At the radio station, the DJ's voice smoothly segued from song to song, threading together a tapestry of tunes for an unseen but listening world.",At the radio station the da's voice smoothly segued from song to song threading together a tapestry of tunes for an unseen but listening world,radio station voice smoothly segue song song thread tapestry tune unseen listen world,True,"[{'start': 25, 'end': 41, 'text': "" the DJ's voice "", 'labels': ['SOUND']}, {'start': 57, 'end': 74, 'text': 'from song to song', 'labels': ['SOUND']}, {'start': 95, 'end': 114, 'text': 'a tapestry of tunes', 'labels': ['SOUND']}]", the DJ's voice  from song to song a tapestry of tunes,"    At the radio station, the DJ's voice smoothly segued from song to song, threading together a tapestry of tunes for an unseen but listening world.",Olfactive
196,196,"    During the avalanche, the deafening roar of tumbling snow and ice was the voice of nature unbridled, a force indifferent to its potential destruction.",During the avalanche the deafening roar of tumbling snow and ice was the voice of nature unbridled a force indifferent to its potential destruction,avalanche deafen roar tumbling snow ice voice nature unbridle force indifferent potential destruction,True,"[{'start': 26, 'end': 61, 'text': 'the deafening roar of tumbling snow', 'labels': ['SOUND']}, {'start': 73, 'end': 94, 'text': ' the voice of nature ', 'labels': ['SOUND']}]",the deafening roar of tumbling snow  the voice of nature ,"    During the avalanche, the deafening roar of tumbling snow and ice was the voice of nature unbridled, a force indifferent to its potential destruction.",Olfactive
197,197,"    In the vintage record store, the needle’s soft drop onto vinyl was the gateway to an analogue realm, rich in tonal warmth and historical resonance.",In the vintage record store the needles soft drop onto vinyl was the gateway to an analogue realm rich in tonal warmth and historical resonance,vintage record store needle soft drop vinyl gateway analogue realm rich tonal warmth historical resonance,True,"[{'start': 33, 'end': 66, 'text': 'the needle’s soft drop onto vinyl', 'labels': ['SOUND']}]",the needle’s soft drop onto vinyl,"    In the vintage record store, the needle’s soft drop onto vinyl was the gateway to an analogue realm, rich in tonal warmth and historical resonance.",Olfactive
198,198,"    When the wind turbines turned, their whirring blades produced a sound that was simultaneously modern and ancient, the old wind now harnessed for new power.",When the wind turbines turned their whirring blades produced a sound that was simultaneously modern and ancient the old wind now harnessed for new power,wind turbine turn whirring blade produce sound simultaneously modern ancient old wind harness new power,True,"[{'start': 13, 'end': 33, 'text': 'wind turbines turned', 'labels': ['SOUND']}, {'start': 35, 'end': 117, 'text': 'their whirring blades produced a sound that was simultaneously modern and ancient,', 'labels': ['SOUND']}]","wind turbines turned their whirring blades produced a sound that was simultaneously modern and ancient,","    When the wind turbines turned, their whirring blades produced a sound that was simultaneously modern and ancient, the old wind now harnessed for new power.",Olfactive
199,199,"        Amidst the grandeur of the waterfall, the thunderous cascade of water served as a primal anthem to the relentless cycles of nature.",Amidst the grandeur of the waterfall the thunderous cascade of water served as a primal anthem to the relentless cycles of nature,grandeur waterfall thunderous cascade water serve primal anthem relentless cycle nature,True,"[{'start': 46, 'end': 78, 'text': 'the thunderous cascade of water ', 'labels': ['SOUND']}]",the thunderous cascade of water ,"        Amidst the grandeur of the waterfall, the thunderous cascade of water served as a primal anthem to the relentless cycles of nature.",Olfactive
200,200,"    At the ocean shore, the cries of seagulls ornamented the salty breeze, as if each bird were a soloist in the sea's ever-changing symphony.",At the ocean shore the cries of seagulls ornamented the salty breeze as if each bird were a soloist in the sea's ever-changing symphony,ocean cry seagull ornament salty breeze bird soloist sea change symphony,True,"[{'start': 24, 'end': 45, 'text': 'the cries of seagulls', 'labels': ['SOUND']}, {'start': 110, 'end': 141, 'text': ""he sea's ever-changing symphony"", 'labels': ['SOUND']}]",the cries of seagulls he sea's ever-changing symphony,"    At the ocean shore, the cries of seagulls ornamented the salty breeze, as if each bird were a soloist in the sea's ever-changing symphony.",Olfactive
201,201,"    During the rehearsal, the actors' lines filled the theater, their spoken words intermingling with the acoustic qualities of the space, creating a multi-layered soundscape.",During the rehearsal the actors lines filled the theater their spoken words intermingling with the acoustic qualities of the space creating a multi-layered soundscape.,rehearsal actor line fill theater speak word intermingle acoustic quality space create multi layered soundscape,True,"[{'start': 64, 'end': 82, 'text': 'their spoken words', 'labels': ['SOUND']}, {'start': 102, 'end': 124, 'text': 'the acoustic qualities', 'labels': ['SOUND']}, {'start': 148, 'end': 174, 'text': 'a multi-layered soundscape', 'labels': ['SOUND']}]",their spoken words the acoustic qualities a multi-layered soundscape,"    During the rehearsal, the actors' lines filled the theater, their spoken words intermingling with the acoustic qualities of the space, creating a multi-layered soundscape.",Olfactive
202,202,"    In the bustling factory, the rhythmic cacophony of assembly lines and machinery composed an industrial symphony, one that hummed with productivity and human ingenuity.",In the bustling factory the rhythmic cacophony of assembly lines and machinery composed an industrial symphony one that hummed with productivity and human ingenuity,bustle factory rhythmic cacophony assembly line machinery compose industrial symphony hum productivity human ingenuity,True,"[{'start': 29, 'end': 84, 'text': 'the rhythmic cacophony of assembly lines and machinery ', 'labels': ['SOUND']}, {'start': 93, 'end': 115, 'text': 'an industrial symphony', 'labels': ['SOUND']}]",the rhythmic cacophony of assembly lines and machinery  an industrial symphony,"    In the bustling factory, the rhythmic cacophony of assembly lines and machinery composed an industrial symphony, one that hummed with productivity and human ingenuity.",Olfactive
203,203,"    As the clock's pendulum swung, its ticking seemed to slice time into precisely measured fragments, each tick a metronomic marker of temporal passage.",As the clock's pendulum swung its ticking seemed to slice time into precisely measured fragments each tick a metronome marker of temporal passage,clock pendulum swing ticking slice time precisely measure fragment tick metronome marker temporal passage,True,"[{'start': 4, 'end': 33, 'text': ""As the clock's pendulum swung"", 'labels': ['SOUND']}, {'start': 35, 'end': 46, 'text': 'its ticking', 'labels': ['SOUND']}, {'start': 108, 'end': 112, 'text': 'tick', 'labels': ['SOUND']}]",As the clock's pendulum swung its ticking tick,"    As the clock's pendulum swung, its ticking seemed to slice time into precisely measured fragments, each tick a metronomic marker of temporal passage.",Olfactive
204,204,"    In the art gallery, the soft footfalls of visitors and the murmured critiques created an ambient tapestry of sound, framing the visual pieces on display.",In the art gallery the soft footfalls of visitors and the murmured critiques created an ambient tapestry of sounds framing the visual pieces on display,art gallery soft footfall visitor murmur critique create ambient tapestry sound frame visual piece display,True,"[{'start': 24, 'end': 54, 'text': 'the soft footfalls of visitors', 'labels': ['SOUND']}, {'start': 59, 'end': 81, 'text': 'the murmured critiques', 'labels': ['SOUND']}, {'start': 101, 'end': 118, 'text': 'tapestry of sound', 'labels': ['SOUND']}]",the soft footfalls of visitors the murmured critiques tapestry of sound,"    In the art gallery, the soft footfalls of visitors and the murmured critiques created an ambient tapestry of sound, framing the visual pieces on display.",Olfactive
205,205,"    During the snowstorm, the muffled quality of sounds painted an acoustic portrait of a world subdued and temporarily insulated from its usual cacophony.",During the snowstorm the muffled quality of sounds painted an acoustic portrait of a world subdued and temporarily insulated from its usual cacophony,snowstorm muffled quality sound paint acoustic portrait world subdue temporarily insulate usual cacophony,True,"[{'start': 26, 'end': 55, 'text': 'the muffled quality of sounds', 'labels': ['SOUND']}, {'start': 135, 'end': 154, 'text': 'its usual cacophony', 'labels': ['SOUND']}]",the muffled quality of sounds its usual cacophony,"    During the snowstorm, the muffled quality of sounds painted an acoustic portrait of a world subdued and temporarily insulated from its usual cacophony.",Olfactive
206,206,"    On the ski slope, the swish of cutting through powder meshed with exhaled breaths of exertion, crafting an alpine soundtrack of athleticism and beauty.",On the ski slope the swish of cutting through powder meshed with exhaled breaths of exertion crafting an alpine soundtrack of athleticism and beauty,slope swish cut powder mesh exhale breath exertion craft alpine soundtrack athleticism beauty,True,"[{'start': 22, 'end': 42, 'text': 'the swish of cutting', 'labels': ['SOUND']}, {'start': 70, 'end': 85, 'text': 'exhaled breaths', 'labels': ['SOUND']}, {'start': 108, 'end': 128, 'text': 'an alpine soundtrack', 'labels': ['SOUND']}]",the swish of cutting exhaled breaths an alpine soundtrack,"    On the ski slope, the swish of cutting through powder meshed with exhaled breaths of exertion, crafting an alpine soundtrack of athleticism and beauty.",Olfactive
207,207,"    Amid the ancient ruins, the wind whispered through the stone archways, its soft murmur seeming to carry tales of civilizations long past but not forgotten.",Amid the ancient ruins the wind whispered through the stone archways its soft murmur seeming to carry tales of civilizations long past but not forgotten,ancient ruin wind whisper stone archway soft carry tale civilization long past forget,True,"[{'start': 28, 'end': 47, 'text': 'the wind whispered ', 'labels': ['SOUND']}, {'start': 74, 'end': 90, 'text': ' its soft murmur', 'labels': ['SOUND']}]",the wind whispered   its soft murmur,"    Amid the ancient ruins, the wind whispered through the stone archways, its soft murmur seeming to carry tales of civilizations long past but not forgotten.",Olfactive
208,208,"    When the roller coaster launched, the collective screams of the riders combined with the clanking machinery to compose a thrilling ode to adrenaline and speed.",When the roller coaster launched the collective screams of the riders combined with the clanking machinery to compose a thrilling ode to adrenaline and speed,roller coaster launch collective scream rider combine clank machinery compose thrilling ode adrenaline speed,True,"[{'start': 38, 'end': 74, 'text': 'the collective screams of the riders', 'labels': ['SOUND']}, {'start': 90, 'end': 112, 'text': 'he clanking machinery ', 'labels': ['SOUND']}]",the collective screams of the riders he clanking machinery ,"    When the roller coaster launched, the collective screams of the riders combined with the clanking machinery to compose a thrilling ode to adrenaline and speed.",Olfactive
209,209,"    In the beehive, the constant buzz of worker bees was like a kinetic background score to the ceaseless activity and hierarchical order of the colony.",In the beehive the constant buzz of worker bees was like a kinetic background score to the ceaseless activity and hierarchical order of the colony,beehive constant buzz worker bee kinetic background score ceaseless activity hierarchical order colony,True,"[{'start': 20, 'end': 52, 'text': 'the constant buzz of worker bees', 'labels': ['SOUND']}]",the constant buzz of worker bees,"    In the beehive, the constant buzz of worker bees was like a kinetic background score to the ceaseless activity and hierarchical order of the colony.",Olfactive
210,210,"    During the safari, the distant trumpeting of elephants sent sonic waves through the savanna, echoing like a primal call and response with nature itself.",During the safari the distant trumpeting of elephants sent sonic waves through the savannah echoing like a primal call and response with nature itself,safari distant trumpeting elephant send sonic wave echoing primal response nature,True,"[{'start': 23, 'end': 58, 'text': 'the distant trumpeting of elephants', 'labels': ['SOUND']}, {'start': 64, 'end': 75, 'text': 'sonic waves', 'labels': ['SOUND']}, {'start': 97, 'end': 123, 'text': 'echoing like a primal call', 'labels': ['SOUND']}]",the distant trumpeting of elephants sonic waves echoing like a primal call,"    During the safari, the distant trumpeting of elephants sent sonic waves through the savanna, echoing like a primal call and response with nature itself.",Olfactive
211,211,"    At the street festival, the resonant beats of drum circles, the strumming of guitars, and the lyrical flow of street poets merged into a communal auditory tapestry.",At the street festival the resonant beats of drum circles the strumming of guitars and the lyrical flow of street poets merged into a communal auditory tapestry,street festival resonant beat drum circle strumming guitar lyrical flow street poet merge communal auditory tapestry,True,"[{'start': 28, 'end': 64, 'text': 'the resonant beats of drum circles, ', 'labels': ['SOUND']}, {'start': 64, 'end': 90, 'text': 'the strumming of guitars, ', 'labels': ['SOUND']}, {'start': 91, 'end': 126, 'text': 'nd the lyrical flow of street poets', 'labels': ['SOUND']}, {'start': 150, 'end': 168, 'text': 'auditory tapestry.', 'labels': ['SOUND']}]","the resonant beats of drum circles,  the strumming of guitars,  nd the lyrical flow of street poets auditory tapestry.","    At the street festival, the resonant beats of drum circles, the strumming of guitars, and the lyrical flow of street poets merged into a communal auditory tapestry.",Olfactive
212,212,"    In the suburban backyard, the chirruping of cicadas filled the evening air, their persistent drone marking the fleeting weeks of summer.",In the suburban backyard the chirruping of cicadas filled the evening air their persistent drone marking the fleeting weeks of summer,suburban backyard chirruping cicada fill evening air persistent drone mark fleeting week summer,True,"[{'start': 30, 'end': 55, 'text': 'the chirruping of cicadas', 'labels': ['SOUND']}, {'start': 80, 'end': 102, 'text': 'their persistent drone', 'labels': ['SOUND']}]",the chirruping of cicadas their persistent drone,"    In the suburban backyard, the chirruping of cicadas filled the evening air, their persistent drone marking the fleeting weeks of summer.",Olfactive
213,213,"    On the highway, the relentless whoosh of passing cars and the low rumble of eighteen-wheelers wrote an aural journal of lives in transit.",On the highway the relentless whoosh of passing cars and the low rumble of eighteen-wheelers wrote an aural journal of lives in transit,highway relentless whoosh pass car low rumble wheeler write aural journal life transit,True,"[{'start': 20, 'end': 57, 'text': 'the relentless whoosh of passing cars', 'labels': ['SOUND']}, {'start': 62, 'end': 97, 'text': 'the low rumble of eighteen-wheelers', 'labels': ['SOUND']}]",the relentless whoosh of passing cars the low rumble of eighteen-wheelers,"    On the highway, the relentless whoosh of passing cars and the low rumble of eighteen-wheelers wrote an aural journal of lives in transit.",Olfactive
214,214,"    Amidst the lecture hall, the scratching of pencils on paper and the soft clicking of laptop keyboards were the sonic footnotes to the pedagogical narrative.",Amidst the lecture hall the scratching of pencils on paper and the soft clicking of laptop keyboards were the sonic footnotes to the pedagogical narrative,lecture hall scratching pencil paper soft clicking laptop keyboard sonic footnote pedagogical narrative,True,"[{'start': 29, 'end': 63, 'text': 'the scratching of pencils on paper', 'labels': ['SOUND']}, {'start': 67, 'end': 105, 'text': ' the soft clicking of laptop keyboards', 'labels': ['SOUND']}]",the scratching of pencils on paper  the soft clicking of laptop keyboards,"    Amidst the lecture hall, the scratching of pencils on paper and the soft clicking of laptop keyboards were the sonic footnotes to the pedagogical narrative.",Olfactive
